transaction_id,rule_key,rule_label,rule_score,risk_reason
TXN00023536,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2024-98885 paid more than once to Blue Ridge Automation Co., Ltd."
TXN90000020,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2024-98885 paid more than once to Blue Ridge Automation Co., Ltd."
TXN00029842,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2024-10256 paid more than once to Delta Supply Chain Co., Ltd."
TXN90000051,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2024-10256 paid more than once to Delta Supply Chain Co., Ltd."
TXN00024874,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-67054 paid more than once to Mingda Automation Co., Ltd."
TXN00008730,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-38420 paid more than once to Yongsheng Consulting (Guangzhou) Co., Ltd."
TXN90000017,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-67054 paid more than once to Mingda Automation Co., Ltd."
TXN90000043,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-38420 paid more than once to Yongsheng Consulting (Guangzhou) Co., Ltd."
TXN00013709,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-75570 paid more than once to Union Engineering Holdings
TXN90000049,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-75570 paid more than once to Union Engineering Holdings
TXN00003311,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-23794 paid more than once to Innovate Media (Shenzhen) Co., Ltd."
TXN90000024,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-23794 paid more than once to Innovate Media (Shenzhen) Co., Ltd."
TXN00028855,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-15098 paid more than once to Orient Engineering (Shanghai) Co., Ltd."
TXN90000030,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-15098 paid more than once to Orient Engineering (Shanghai) Co., Ltd."
TXN00028406,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-59896 paid more than once to Kaiyuan Trading Holdings
TXN90000044,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-59896 paid more than once to Kaiyuan Trading Holdings
TXN00005065,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-14773 paid more than once to Mingda Technology Group
TXN90000037,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-14773 paid more than once to Mingda Technology Group
TXN00008408,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-83616 paid more than once to Hanwei Electronics Holdings
TXN90000002,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-83616 paid more than once to Hanwei Electronics Holdings
TXN00023562,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-30232 paid more than once to Qianhai Industrial Group
TXN90000033,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-30232 paid more than once to Qianhai Industrial Group
TXN00022074,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-19411 paid more than once to Mingda Automation Co., Ltd."
TXN00010491,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-57076 paid more than once to Xinrun Consulting (Shenzhen) Co., Ltd."
TXN90000007,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-57076 paid more than once to Xinrun Consulting (Shenzhen) Co., Ltd."
TXN90000023,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-19411 paid more than once to Mingda Automation Co., Ltd."
TXN00001626,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-63005 paid more than once to Northwind Engineering Group
TXN90000053,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-63005 paid more than once to Northwind Engineering Group
TXN00019559,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-42167 paid more than once to Zhongtai Facilities (Guangzhou) Co., Ltd."
TXN90000016,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-42167 paid more than once to Zhongtai Facilities (Guangzhou) Co., Ltd."
TXN00015368,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-79449 paid more than once to Xinrun Supply Chain Holdings
TXN90000021,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-79449 paid more than once to Xinrun Supply Chain Holdings
TXN00004382,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-69010 paid more than once to Dynamic Logistics Holdings
TXN00010125,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-70114 paid more than once to Silverline Industrial Co., Ltd."
TXN90000032,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-69010 paid more than once to Dynamic Logistics Holdings
TXN90000046,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-70114 paid more than once to Silverline Industrial Co., Ltd."
TXN00003262,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-19601 paid more than once to Delta Consulting (Guangzhou) Co., Ltd."
TXN90000027,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-19601 paid more than once to Delta Consulting (Guangzhou) Co., Ltd."
TXN00024102,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-71544 paid more than once to Ruixin Systems (Guangzhou) Co., Ltd."
TXN90000013,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-71544 paid more than once to Ruixin Systems (Guangzhou) Co., Ltd."
TXN00004561,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-77875 paid more than once to Xinrun Engineering (Shanghai) Co., Ltd."
TXN00025208,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-21681 paid more than once to Vertex Consulting (Shenzhen) Co., Ltd."
TXN90000028,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-21681 paid more than once to Vertex Consulting (Shenzhen) Co., Ltd."
TXN90000019,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-77875 paid more than once to Xinrun Engineering (Shanghai) Co., Ltd."
TXN00015195,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-74556 paid more than once to Hanwei Industrial (Guangzhou) Co., Ltd."
TXN90000031,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-74556 paid more than once to Hanwei Industrial (Guangzhou) Co., Ltd."
TXN00020279,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-15649 paid more than once to Kaiyuan Supply Chain Holdings
TXN90000036,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-15649 paid more than once to Kaiyuan Supply Chain Holdings
TXN00027484,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-73231 paid more than once to Zhongtai Engineering Co., Ltd."
TXN00003921,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-41646 paid more than once to Hanwei Electronics (Beijing) Co., Ltd."
TXN90000000,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-73231 paid more than once to Zhongtai Engineering Co., Ltd."
TXN90000052,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-41646 paid more than once to Hanwei Electronics (Beijing) Co., Ltd."
TXN00017170,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-27797 paid more than once to Bright Packaging (Shenzhen) Co., Ltd."
TXN90000038,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-27797 paid more than once to Bright Packaging (Shenzhen) Co., Ltd."
TXN00023409,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-81139 paid more than once to Concord Logistics (Shanghai) Co., Ltd."
TXN00015981,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-92744 paid more than once to Pacific Media (Shenzhen) Co., Ltd."
TXN90000050,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-81139 paid more than once to Concord Logistics (Shanghai) Co., Ltd."
TXN00018396,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-88158 paid more than once to Hengtai Industrial (Shenzhen) Co., Ltd."
TXN90000004,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-92744 paid more than once to Pacific Media (Shenzhen) Co., Ltd."
TXN90000011,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-88158 paid more than once to Hengtai Industrial (Shenzhen) Co., Ltd."
TXN00002268,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-83308 paid more than once to Hengtai Systems Co., Ltd."
TXN90000029,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-83308 paid more than once to Hengtai Systems Co., Ltd."
TXN00016574,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-70258 paid more than once to Kunlun Technology (Shanghai) Co., Ltd."
TXN90000025,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-70258 paid more than once to Kunlun Technology (Shanghai) Co., Ltd."
TXN00011172,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-59613 paid more than once to Silverline Electronics (Shanghai) Co., Ltd."
TXN00006594,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-20248 paid more than once to Ruixin Materials Co., Ltd."
TXN00005135,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-43855 paid more than once to Wanhe Systems (Guangzhou) Co., Ltd."
TXN00029886,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-30493 paid more than once to Silverline Trading Holdings
TXN90000048,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-59613 paid more than once to Silverline Electronics (Shanghai) Co., Ltd."
TXN90000006,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-20248 paid more than once to Ruixin Materials Co., Ltd."
TXN90000014,duplicate_payment,Duplicate Payment,1.0,"Duplicate payment: invoice INV-2025-43855 paid more than once to Wanhe Systems (Guangzhou) Co., Ltd."
TXN90000012,duplicate_payment,Duplicate Payment,1.0,Duplicate payment: invoice INV-2025-30493 paid more than once to Silverline Trading Holdings
TXN00024219,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 101390.35)"
TXN00001539,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 200855.7)"
TXN80003601,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 140973.06)"
TXN80003600,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 140973.06)"
TXN80003602,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 140973.06)"
TXN80003701,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 98925.9)"
TXN80003700,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 98925.9)"
TXN00014030,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 50939.04)"
TXN00026401,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 594804.76)"
TXN80000101,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 96287.77)"
TXN80000100,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 96287.77)"
TXN00015738,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 375655.73)"
TXN00005736,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 284813.78)"
TXN00015418,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 160041.93)"
TXN00005924,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 232485.58)"
TXN00017330,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 67457.02)"
TXN80000401,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 95853.83)"
TXN80000400,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 95853.83)"
TXN00025157,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 133648.84)"
TXN00010647,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 75079.48)"
TXN00022214,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 396750.18)"
TXN80002100,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 143782.69)"
TXN80002101,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 143782.69)"
TXN80002102,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 143782.69)"
TXN80003300,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 93170.15)"
TXN80003301,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 93170.15)"
TXN00029002,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 169487.1)"
TXN80003101,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 92253.51)"
TXN00021046,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 218467.67)"
TXN80003100,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 92253.51)"
TXN80000900,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 94459.35)"
TXN80000901,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 94459.35)"
TXN00011120,split_transaction,Split Transaction,0.65,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 49809.82)"
TXN80001200,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 146119.49)"
TXN80001201,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 146119.49)"
TXN80001202,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 146119.49)"
TXN00029095,split_transaction,Split Transaction,0.65,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 49080.38)"
TXN00012020,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 1048349.78)"
TXN00018463,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 125693.69)"
TXN80000001,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142389.16)"
TXN80000000,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142389.16)"
TXN80000002,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 142389.16)"
TXN00013290,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 52432.93)"
TXN00028522,split_transaction,Split Transaction,0.65,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 48751.89)"
TXN00028900,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 62947.14)"
TXN80002000,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 139839.04)"
TXN80002002,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 139839.04)"
TXN80002001,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 139839.04)"
TXN00017415,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 59067.04)"
TXN00023153,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 51737.98)"
TXN00009125,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 64033.93)"
TXN80002800,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 144804.79)"
TXN80002802,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 144804.79)"
TXN80002801,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 144804.79)"
TXN80003502,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 141830.73)"
TXN80003501,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 141830.73)"
TXN00016246,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 331738.45)"
TXN80003500,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 141830.73)"
TXN00011313,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 60374.92)"
TXN80001101,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 93468.53)"
TXN80001100,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 93468.53)"
TXN00022586,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 214335.73)"
TXN00024242,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 102145.6)"
TXN00004671,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 69041.39)"
TXN00013264,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 354704.9)"
TXN80003200,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 97290.58)"
TXN80003201,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 97290.58)"
TXN00018839,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 51476.57)"
TXN80000500,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 145813.8)"
TXN80000501,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 145813.8)"
TXN80000502,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 145813.8)"
TXN00025586,split_transaction,Split Transaction,0.9,"Split payment: 2 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 313593.25)"
TXN00029492,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 76933.59)"
TXN80000302,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 146413.57)"
TXN80000300,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 146413.57)"
TXN80000301,split_transaction,Split Transaction,1.0,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 146413.57)"
